,DATE
2896,2023-06-04
2897,2023-06-05
2898,2023-06-06
2899,2023-06-07
2900,2023-06-08
2901,2023-06-09
2902,2023-06-10
2903,2023-06-11
2904,2023-06-12
2905,2023-06-13
2906,2023-06-14
2907,2023-06-15
2908,2023-06-16
2909,2023-06-17
2910,2023-06-18
2911,2023-06-19
2912,2023-06-20
2913,2023-06-21
2914,2023-06-22
2915,2023-06-23
2916,2023-06-24
2917,2023-06-25
2918,2023-06-26
2919,2023-06-27
2920,2023-06-28
2921,2023-06-29
2922,2023-06-30
2923,2023-07-01
2924,2023-07-02
2925,2023-07-03
2926,2023-07-04
2927,2023-07-05
2928,2023-07-06
2929,2023-07-07
2930,2023-07-08
2931,2023-07-09
2932,2023-07-10
2933,2023-07-11
2934,2023-07-12
2935,2023-07-13
2936,2023-07-14
2937,2023-07-15
2938,2023-07-16
2939,2023-07-17
2940,2023-07-18
2941,2023-07-19
2942,2023-07-20
2943,2023-07-21
2944,2023-07-22
2945,2023-07-23
2946,2023-07-24
2947,2023-07-25
2948,2023-07-26
2949,2023-07-27
2950,2023-07-28
2951,2023-07-29
2952,2023-07-30
2953,2023-07-31
2954,2023-08-01
2955,2023-08-02
2956,2023-08-03
2957,2023-08-04
2958,2023-08-05
2959,2023-08-06
2960,2023-08-07
2961,2023-08-08
2962,2023-08-09
2963,2023-08-10
2964,2023-08-11
2965,2023-08-12
2966,2023-08-13
2967,2023-08-14
2968,2023-08-15
2969,2023-08-16
2970,2023-08-17
2971,2023-08-18
2972,2023-08-19
2973,2023-08-20
2974,2023-08-21
2975,2023-08-22
2976,2023-08-23
2977,2023-08-24
2978,2023-08-25
2979,2023-08-26
2980,2023-08-27
2981,2023-08-28
2982,2023-08-29
2983,2023-08-30
2984,2023-08-31
2985,2023-09-01
2986,2023-09-02
2987,2023-09-03
2988,2023-09-04
2989,2023-09-05
2990,2023-09-06
2991,2023-09-07
2992,2023-09-08
2993,2023-09-09
2994,2023-09-10
2995,2023-09-11
2996,2023-09-12
2997,2023-09-13
2998,2023-09-14
2999,2023-09-15
3000,2023-09-16
3001,2023-09-17
3002,2023-09-18
3003,2023-09-19
3004,2023-09-20
3005,2023-09-21
3006,2023-09-22
3007,2023-09-23
3008,2023-09-24
3009,2023-09-25
3010,2023-09-26
3011,2023-09-27
3012,2023-09-28
3013,2023-09-29
3014,2023-09-30
3015,2023-10-01
3016,2023-10-02
3017,2023-10-03
3018,2023-10-04
3019,2023-10-05
3020,2023-10-06
3021,2023-10-07
3022,2023-10-08
3023,2023-10-09
3024,2023-10-10
3025,2023-10-11
3026,2023-10-12
3027,2023-10-13
3028,2023-10-14
3029,2023-10-15
3030,2023-10-16
3031,2023-10-17
3032,2023-10-18
3033,2023-10-19
3034,2023-10-20
3035,2023-10-21
3036,2023-10-22
3037,2023-10-23
3038,2023-10-24
3039,2023-10-25
3040,2023-10-26
3041,2023-10-27
3042,2023-10-28
3043,2023-10-29
3044,2023-10-30
3045,2023-10-31
3046,2023-11-01
3047,2023-11-02
3048,2023-11-03
3049,2023-11-04
3050,2023-11-05
3051,2023-11-06
3052,2023-11-07
3053,2023-11-08
3054,2023-11-09
3055,2023-11-10
3056,2023-11-11
3057,2023-11-12
3058,2023-11-13
3059,2023-11-14
3060,2023-11-15
3061,2023-11-16
3062,2023-11-17
3063,2023-11-18
3064,2023-11-19
3065,2023-11-20
3066,2023-11-21
3067,2023-11-22
3068,2023-11-23
3069,2023-11-24
3070,2023-11-25
3071,2023-11-26
3072,2023-11-27
3073,2023-11-28
3074,2023-11-29
3075,2023-11-30
3076,2023-12-01
3077,2023-12-02
3078,2023-12-03
3079,2023-12-04
3080,2023-12-05
3081,2023-12-06
3082,2023-12-07
3083,2023-12-08
3084,2023-12-09
3085,2023-12-10
3086,2023-12-11
3087,2023-12-12
3088,2023-12-13
3089,2023-12-14
3090,2023-12-15
3091,2023-12-16
3092,2023-12-17
3093,2023-12-18
3094,2023-12-19
3095,2023-12-20
3096,2023-12-21
3097,2023-12-22
3098,2023-12-23
3099,2023-12-24
3100,2023-12-25
3101,2023-12-26
3102,2023-12-27
3103,2023-12-28
3104,2023-12-29
3105,2023-12-30
3106,2023-12-31
3107,2024-01-01
3108,2024-01-02
3109,2024-01-03
3110,2024-01-04
3111,2024-01-05
3112,2024-01-06
3113,2024-01-07
3114,2024-01-08
3115,2024-01-09
3116,2024-01-10
3117,2024-01-11
3118,2024-01-12
3119,2024-01-13
3120,2024-01-14
3121,2024-01-15
3122,2024-01-16
3123,2024-01-17
3124,2024-01-18
3125,2024-01-19
3126,2024-01-20
3127,2024-01-21
3128,2024-01-22
3129,2024-01-23
3130,2024-01-24
3131,2024-01-25
3132,2024-01-26
3133,2024-01-27
3134,2024-01-28
3135,2024-01-29
3136,2024-01-30
3137,2024-01-31
3138,2024-02-01
3139,2024-02-02
3140,2024-02-03
3141,2024-02-04
3142,2024-02-05
3143,2024-02-06
3144,2024-02-07
3145,2024-02-08
3146,2024-02-09
3147,2024-02-10
3148,2024-02-11
3149,2024-02-12
3150,2024-02-13
3151,2024-02-14
3152,2024-02-15
3153,2024-02-16
3154,2024-02-17
3155,2024-02-18
3156,2024-02-19
3157,2024-02-20
3158,2024-02-21
3159,2024-02-22
3160,2024-02-23
3161,2024-02-24
3162,2024-02-25
3163,2024-02-26
3164,2024-02-27
3165,2024-02-28
3166,2024-02-29
3167,2024-03-01
3168,2024-03-02
3169,2024-03-03
3170,2024-03-04
3171,2024-03-05
3172,2024-03-06
3173,2024-03-07
3174,2024-03-08
3175,2024-03-09
3176,2024-03-10
3177,2024-03-11
3178,2024-03-12
3179,2024-03-13
3180,2024-03-14
3181,2024-03-15
3182,2024-03-16
3183,2024-03-17
3184,2024-03-18
3185,2024-03-19
3186,2024-03-20
3187,2024-03-21
3188,2024-03-22
3189,2024-03-23
3190,2024-03-24
3191,2024-03-25
3192,2024-03-26
3193,2024-03-27
3194,2024-03-28
3195,2024-03-29
3196,2024-03-30
3197,2024-03-31
3198,2024-04-01
3199,2024-04-02
3200,2024-04-03
3201,2024-04-04
3202,2024-04-05
3203,2024-04-06
3204,2024-04-07
3205,2024-04-08
3206,2024-04-09
3207,2024-04-10
3208,2024-04-11
3209,2024-04-12
3210,2024-04-13
3211,2024-04-14
3212,2024-04-15
3213,2024-04-16
3214,2024-04-17
3215,2024-04-18
3216,2024-04-19
3217,2024-04-20
3218,2024-04-21
3219,2024-04-22
3220,2024-04-23
3221,2024-04-24
3222,2024-04-25
3223,2024-04-26
3224,2024-04-27
3225,2024-04-28
3226,2024-04-29
3227,2024-04-30
3228,2024-05-01
3229,2024-05-02
3230,2024-05-03
3231,2024-05-04
3232,2024-05-05
3233,2024-05-06
3234,2024-05-07
3235,2024-05-08
3236,2024-05-09
3237,2024-05-10
3238,2024-05-11
3239,2024-05-12
3240,2024-05-13
3241,2024-05-14
3242,2024-05-15
3243,2024-05-16
3244,2024-05-17
3245,2024-05-18
3246,2024-05-19
3247,2024-05-20
3248,2024-05-21
3249,2024-05-22
3250,2024-05-23
3251,2024-05-24
3252,2024-05-25
3253,2024-05-26
3254,2024-05-27
3255,2024-05-28
3256,2024-05-29
3257,2024-05-30
3258,2024-05-31
3259,2024-06-01
3260,2024-06-02
3261,2024-06-03
3262,2024-06-04
3263,2024-06-05
3264,2024-06-06
3265,2024-06-07
3266,2024-06-08
3267,2024-06-09
3268,2024-06-10
3269,2024-06-11
3270,2024-06-12
3271,2024-06-13
3272,2024-06-14
3273,2024-06-15
3274,2024-06-16
3275,2024-06-17
3276,2024-06-18
3277,2024-06-19
3278,2024-06-20
3279,2024-06-21
3280,2024-06-22
3281,2024-06-23
3282,2024-06-24
3283,2024-06-25
3284,2024-06-26
3285,2024-06-27
3286,2024-06-28
3287,2024-06-29
3288,2024-06-30
